Deal ID,Spatial accuracy level,Location,Point,Facility name,Location description,Comment on location
1484,Exact location,Mali,"13.88973,-6.14758",,,"Between Fala de Molodo and the Costes-Ongoïba Canal, Office du Niger
Latitude: 14°15'45.72""- 14.2627
Longitude: -6°5'23.64"" - -6.0899"
1486,Administrative region,"Yanfolila, Mali","11.18333,-8.15",,,
1488,Administrative region,"Segou, Mali","13.43166,-6.24821",,,Office du Niger (Niger Delta)
1498,Administrative region,"Markala, Mali","13.68456,-6.04753",,,"Office du Niger, nord-est de Ségou.
Segou, Sana, Sansanding."
1499,Administrative region,"Kouroumari, Mali","14.89446,-6.0391",,,"Office du Niger: Kouroumari, Kandioura and Touraba (can't find location in google maps for Kandioura or Touraba)."
1500,Administrative region,"Niger, Mali","10.6815,-2.01283",,,Office du Niger-- concession located in Karéri
1501,Administrative region,"Koulikoro, Mali","12.86667,-7.56667",,,"Koulikoro  and two other regions
"
1504,Administrative region,"Niger, Mali","14.4968,-4.82597",,,Office du Niger
1508,Administrative region,"Kita, Mali","13.04114,-9.48472",,,"Kita, Kangaba and Bafoulabé districts. JMI already works with 17 districts of the Kita region"
1518,Administrative region,"Kala, Mali","13.38,-10.68",,,"Upper Kala, Office du Niger
Sansanding district"
1523,Administrative region,"Mavonde, Mozambique","-18.53806,33.03564",,,"Mavonde Ranch (administrative post of Mavonde, Manica district, Manica Province): 2,350 ha"
1523,Administrative region,"Dombe, Mozambique","-19.97493,33.3977",,,"Dombe Ranch (administrative post of Dombe, district of Sussundenga, Manica province): 15,500 ha for cattle breeding"
1523,Administrative region,"Vanduzi, Mozambique","-18.51019,34.06355",,,"Headquarter in Vanduzi with the feedlot: 2000 ha
Inhazonia ranch (don’t know exactly where it is): 2500 ha"
1524,Administrative region,"Lichinga, Mozambique","-12.98944,35.41907",,,Lichinga
1525,Administrative region,"Manica, Mozambique","-19.50598,33.43835",,,
1526,Administrative region,"Bilene, Mozambique","-25.16667,33.19167",,,"Gaza Province, Bilene District, Dezeve"
1526,Administrative region,"Inhambane, Mozambique","-23.87354,35.38826",,,
1527,Administrative region,"Maxixe, Mozambique","-23.87296,35.34388",,,"Inhambane Province, Maxixe, Estrada Nacional 1, Bairro de Rumbana."
1528,Administrative region,"Palmeiras, Beira, Mozambique","-19.84412,34.86104",,,"situated in Palmeiras, 30km from Maputo, on the main highway."
1529,Administrative region,"Dondo, Mozambique","-19.61667,34.75",,,"Sofala Province, Dondo District, Milha 26, 80 km north of Beira"
1535,Administrative region,"Quelimane, Mozambique","-17.87639,36.88722",,,
1538,Administrative region,"Quelimane, Mozambique","-17.87639,36.88722",,,"Zambezia Province, Quelimane"
1543,Administrative region,"Moamba, Mozambique","-25.604,32.246",,,Corrumane
1545,Administrative region,"Gurue, Mozambique","-15.47149,36.98097",,,
1545,Administrative region,"Milange, Mozambique","-16.09683,35.77208",,,
1545,Administrative region,"Namarrói, Mozambique","-15.95602,36.86621",,,
1545,Administrative region,"Mocuba, Mozambique","-16.84022,36.96485",,,
1548,Administrative region,"Nacala, Mozambique","-14.56477,40.68887",,,"Coastal district of Nacala-a-Velha, in the northern province of Nampula, only 35 kilometres away from one of the region’s main harbours"
1554,Administrative region,"Inhambane, Mozambique","-23.87354,35.38826",,,
1559,Administrative region,"Maputo, Mozambique","-25.25699,32.53727",,,Maputo Province
1562,Exact location,"Bela Vista, Mozambique","-26.3411,32.66755",,,The project is located 80 kilometres from Maputo.
1563,Administrative region,"Lugela, Mozambique","-16.42912,36.75097",,,"Mocuba, Zambezia"
1564,Administrative region,"Cheringoma, Mozambique","-18.53493,35.30272",,,"Cheringoma, Sofala Province"
1565,Administrative region,"Moamba, Mozambique","-25.604,32.246",,,"
"
1570,Administrative region,"Nampula, Mozambique","-15.11667,39.26667",,,"Mecuburi, Ribaue and Rapale districts.
Total land holding 126,000ha"
1571,Administrative region,"Ile, Mozambique","-16.16774,37.38272",,,"Zambezia Province, Ile District; Namarroi District ; , Ile, Socone, Mulevala, Namarroi, Regone
Operations are based in the provinces of Manica and Zambézia"
1572,Exact location,"Lioma, Mozambique","-15.20172,36.69647",,,"Zambezia Province, Gurue District, Lioma, Tetete, Magige. Ruace-Tetete."
1573,Administrative region,"Manhica, Mozambique","-25.406,32.807",,,
1575,Exact location,"Grudja, Mozambique","-19.81667,34.01667",,,"Sofala Province, Buzi District, Grudja"
1578,Administrative region,"Moamba, Mozambique","-25.604,32.246",,,"Maputo Province, Moamba, Vindica
Coordinates: -25.6217159598, 32.2393798828"
1579,Administrative region,"Dondo, Mozambique","-19.61667,34.75",,,"Sofala Province, Dondo district and Gaza Province, Guija, Nhampongane, Chibabel
Coordinates: -24.6133942880385, 33.252837"
1579,Administrative region,"Guija, Mozambique","-24.4192,32.94095",,,
1579,Administrative region,"Chibabel, Mozambique","-24.59083,33.22389",,,
1585,Administrative region,"Maputo, Mozambique","-25.96667,32.58333",,,Maputo province. On the border with SA Kruger park
1586,Administrative region,"Manica, Mozambique","-18.93444,32.87556",,,"Rotanda, Penhalonga, Bandula, Mavonde, Messica in Manica Province

The operations are located in the Manica district, Manica Province in the centre of the Republic of Mozambique along the Beira corridor."
1594,Administrative region,"Maputo, Mozambique","-25.96667,32.58333",,,"Maputo Province, approximately 136 km north west of Maputo."
1607,Administrative region,"Buzi, Mozambique","-20.14639,34.33104",,,"Buzi, Sofala"
1622,Exact location,"Benga, Mozambique","-16.1729,33.67826",,,"near the Zambezi River, specifically in Benga, in Moatize district, Tete province."
1628,Administrative region,"Lichinga, Mozambique","-13.30236,35.24781",,,"Niassa
Chimbonila, Majune, Muembe districts"
1637,Administrative region,"Rosso, Mauritania","16.51278,-15.805",,,
1645,Country,Malawi,"-13.25431,34.30152",,,
1647,Administrative region,"Mzimba, Malawi","-11.89918,33.59239",,,682ha estate (Katonthowolo Farm) and 132ha estate (Kazuma Farm)
1647,Administrative region,"Rhumpi, Malawi","-11.01719,33.85508",,,1100ha estate (Nkhozo Farm)
1647,Administrative region,"Kasungu, Malawi","-13.03568,33.47198",,,118ha estate (Ngala Farm)
1647,Administrative region,"Mangochi, Malawi","-14.48617,35.2533",,,340ha estate (Gulugufe Farm)
1649,Administrative region,"Kasungu, Malawi","-13.03333,33.48333",,,
1649,Administrative region,"Lilongwe, Malawi","-13.98333,33.78333",,,
1651,Country,Malawi,"-13.25431,34.30152",,,No location information
1652,Exact location,"Naute, Namibia","-26.94516,17.91822",,,Karas Region in southern Namibia. 55 kilometres south west of Keetmanshoop City
1657,Country,Niger,"17.60779,8.08167",,,
1659,Administrative region,"Gaya, Niger","11.88778,3.44667",,,
1661,Administrative region,"Tera, Niger","14.00316,0.75566",,,"The Samira Hill Mine is located on the 50-kilometer gold belt commonly referred to as the Samira Horizon. It is approximately 90 kilometers west of Niamey, the capital of Niger. Téra Department of the Tillabéri Region in Niger."
1669,Administrative region,"Akwa Ibom, Nigeria","4.92999,7.87216",,,"Ikot Asidem, Ibiomo Ibom in Akwa Ibom state"
1669,Administrative region,"Rivers, Nigeria","4.85808,6.92091",,,"Bayelsa & Rumuewhor, Odi in Rivers State"
1669,Administrative region,"Abia, Nigeria","5.43089,7.52472",,,Ndi Okereke in Abia State
1669,Administrative region,"Akwa Ibom, Nigeria","4.92999,7.87216",,,"Ikot Asidem, Ibiomo Ibom in Akwa Ibom state"
1669,Administrative region,"Cross River, Nigeria","6.16703,8.66006",,,"Oshi, Adim & Asiga in Cross River State"
1669,Administrative region,"Rivers, Nigeria","4.85808,6.92091",,,"Bayelsa & Rumuewhor, Odi in Rivers State"
1669,Administrative region,"Abia, Nigeria","5.43089,7.52472",,,Ndi Okereke in Abia State
1669,Administrative region,"Akwa Ibom, Nigeria","4.92999,7.87216",,,"Ikot Asidem, Ibiomo Ibom in Akwa Ibom state"
1675,Country,Nigeria,"9.082,8.67528",,,Location information is not known.
1679,Administrative region,"Abia, Nigeria","5.43089,7.52472",Abia Palm,,Abia State
1680,Exact location,"SIAT Nigeria Limited, Nigeria","5.15759,6.93165",,,"The Ubima Estate is located 6 km along Elele – Owerri Road, about 10 minutes’ drive from Elele town in Rivers State."
1683,Administrative region,"Shonga, Nigeria","10.31611,12.20639",,,"Shonga, Edu LGA (Edu Local Government Area (LGA) consisting of Lafiaji, Sharayi and Shonga
Shonga is located at about 110 kilometres (68 miles) north of Ilorin, the Kwara State capital. The area lies in the Guinea Savannah along the bank of the River Niger."
1684,Exact location,"Nasarawa, Nigeria","7.88687,8.31434",,,"Ondorie area of Doma Local Government Area of Nasarawa State. Located on the banks of River Benue, 265 kilometres off the Federal Capital Territory (FCT), Abuja, and approximately 150 kilometres off Lafia.

Spatial data derived from the Mapathon 2020."
1685,Administrative region,"Bode Sadu, Nigeria","8.94074,4.7821",,,"Fallah, Moro LGA, Kwara State"
1687,Exact location,"Oye Local Government Area,Ekiti, Nigeria","7.66558,5.31025",,,"Ilemeso,Oye Local Government Area, Ekiti State"
1688,Administrative region,"Tsaragi, Nigeria","8.83089,4.98185",,,"Tsaragi, Edu LGA
"
1688,Administrative region,"Patigi, Ebba, Nigeria","9.23333,6.26667",,,"Echi-Wada, Patigi LGA"
1691,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,"Ejidongari, Moro LGA in Kwara State"
1692,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,"Oro-gbangba, Asa LGA in Kwara State"
1694,Administrative region,"Okuta, Nigeria","9.22283,3.20056",,,"Okuta, Boruten LGA
"
1694,Administrative region,"Oyo, Nigeria","7.83715,3.93465",,,Oyo State
1694,Administrative region,"Ekiti, Nigeria","7.66558,5.31025",,,Ekiti State
1695,Administrative region,"Patigi, Ebba, Nigeria","9.23333,6.26667",,,"Nidanaku, Patigi LGA"
1696,Administrative region,"Patigi, Ebba, Nigeria","9.23333,6.26667",,,Echi-Wada Patigi LGA (Local Government Area)
1696,Administrative region,"Fage, Nigeria","9.827,5.34097",,,"Akunyun/Faje, Asa LGA"
1698,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,"Oke- Ola Oro Irepodun LGA
"
1699,Administrative region,"Agbeyangi, Nigeria","8.58333,4.81667",,,"Agbeyangi, Ilorin East LGA"
1700,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,
1701,Administrative region,"Shao, Nigeria","8.59194,4.55986",,,"Shao, Moro LGA in Kwara State"
1702,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,"Daru/ Laslwa, Moro LGA in Kwara State"
1703,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,"Alasoro, Ifelodun LGA in Kwara State"
1704,Administrative region,"Kwara, Nigeria","8.9848,4.56244",,,
1713,Administrative region,"Nyabarongo, Rwanda","-2.03839,30.18365",,,Nyacyonga and Nyabarongo marshes
1715,Administrative region,"Foret Naturelle de Nyungwe, Nyungwe Forest National Park, Rwanda","-2.52028,29.30417",,,buffer zone around the Nyungwe National Forest in the southwest of the country
1716,Administrative region,"Eastern Province, Rwanda","-1.91749,30.43576",,,
1719,Administrative region,"Khartoum, Sudan","15.5501,32.53224",,,"Khartoumstate projects which include:-
Mawashi animal feed production of both green fodder and combined concentrated feeds.
Albaraka poultry farm.
Khartouminternational slaughter house."
1719,Administrative region,"Sennar, Sudan","13.56747,33.5672",,,"Irrigated Agricultural project of Sennar state, for the production of sorghum and oil bearing seeds."
1719,Administrative region,"South Kordofan, Sudan","11.19902,29.41793",,,Department of mechanized rain fed farm (Abbasia Project) inSouthKordufanState
1719,Administrative region,"White Nile, Sudan","13.24039,32.53727",,,Sheep breeding project in open and range areas inWhite Nilestate.
1721,Exact location,"Berber, Sudan","18.03762,34.13008",,,"Berber near Atbara
Another data source states Al Ghaba."
1730,Exact location,"Khartoum, Sudan","15.351,32.965",Al Waha Farm,,The company operates Ailafoun dairy farm close to the Al Waha farm.
1731,Exact location,"White Nile, Sudan","13.29252,32.82292",,,"East bank of the White Nile. Central & Eastern Sudan
KSC production site is located approximately 270 KM south to Khartoum (latitude 33.67 E, longitude 13.17 N)"
1732,Administrative region,"Al Jazirah, Sudan","14.88596,33.43835",,,"a piece of land from local lands of Abu Futah, District (Muhafaza) of Al-Hasasisa in the state of Al-Jazira"
1738,Administrative region,"Ad-Dāmar, Sudan","17.59214,33.96437",,,"268,000 dunums(26,800 ha) of land south of the city Ad‐Damir, on the Mukabarab plain in the River Nile state (300km. north of Khartoum) and 88,000 dunums (8,800 ha) just south of Khartoum."
1745,Administrative region,"Aweil, South Sudan","8.77013,27.39286",,,"Aweil West 
"
1755,Administrative region,"Nzara, South Sudan","4.63303,28.24863",,,"Equatoria Teak Company is headquartered in the historic Nzara Agricultural Complex (Gbudue State (formerly Western Equatoria State))that was once home to the region's cotton, palm oil and groundnut industries. Bordering the DRC and the CAR."
1756,Administrative region,"Yambio, South Sudan","4.56599,28.39588",,,"Western Equatoria , Yambio"
1760,Administrative region,"Yei, South Sudan","4.1,30.67",,,"Lainya, Lei"
1761,Coordinates,"Jabal Lado, South Sudan","5.08103,31.68628",Jebel Lado Farm Project,,"The Jebel Lado Farm Project is located at 5.081034°N 31.686283°E, about 28 km north by northeast from Juba and 12 km from Mongalla, between the White Nile and the Koda River, straddling the New and Old Juba-Yei roads. Central Equatoria"
1765,Administrative region,"Lac de Guiers, Senegal","16.22474,-15.84077",,,"Region of the Senegal river, Lake Guiers, in the Mbane and Gaé counties."
1766,Administrative region,"Kounkane, Senegal","12.93158,-14.07759",,,Kounkane and Bonconto
1777,Exact location,"Makhana, Senegal","16.0776,-16.35163",,,"Makhana, St Loius- location was chosen as easy transportation (transport network available in that location)  and land availability
Spatial data derived from the Mapathon 2020. It is not clear if the irrigated field across the road also part of the shapefile- it has been excluded."
1782,Administrative region,"Thies, Senegal","14.81888,-16.86504",,,across 16 different villages- one is the village of Beud Dieng
1788,Coordinates,"Rufisque, Senegal","14.70386,-17.24191",,,
1791,Coordinates,"Linguere, Senegal","15.49122,-15.36019",Asiyla Gum Company SARL,,"The land is located in 10 communes in the department of Linguère, covering an area of 20,000 hectares."
1794,Administrative region,"Delta du Saloum National Park, Senegal","13.80556,-16.75722",,,"Sine Saloum and Casamance 
deltas, on the southeast Atlantic coast of Senegal"
1794,Administrative region,"Casamance, Senegal","12.83733,-15.09845",,,
1795,Exact location,"Gandon, Senegal","15.97173,-16.351",,,"community of Diama, 30km from St Louis in Northern Senegal -- Fass Ngom and Gandon. Locations were chosen as there was water and land available.

Spatial data derived from the Mapathon 2020."
1795,Exact location,"Sanar, Senegal","16.18606,-16.41719",,,Fass-Exact location is closer to Sanar
1795,Approximate location,"Sanar, Senegal","16.05983,-16.46637",,,new project site is located 40 km from SCL existing farm. Location of site is closest to Sanar
1796,Exact location,"Diama, Senegal","16.12828,-16.40304",,,"Saint-Louis , Diama, Mberaay

Spatial data derived from the Mapathon 2020."
1797,Country,Senegal,"14.4974,-14.45236",,,
1798,Coordinates,"Gbanti, Sierra Leone","8.71371,-12.23565",,,"Makari Gbanti in Bombali district. Near the Rokel river. The company first considered Brazil, Mozambique and Ghana before settling on Sierra Leone.

Spatial data derived from the Mapathon 2020. Only processing facilities delineated."
1806,Approximate location,"Marampa, Sierra Leone","8.69051,-12.50907",,,"The Marampa licence is located 120km from Freetown on the outskirts of the town of Lunsar.
There are 2 iron ore mines in Marampa: one owned by Cape Lambert and one by Gerald Group."
1812,Administrative region,"Tonkolili, Sierra Leone","8.73894,-11.79796",,,"Northern Port Loko; Tonkolili, Tonkolili (grassland & forest);  and Unspecified location in Port Loko District
Coordinates: 8.792797, -12.799072"
1812,Administrative region,"Makeni, Sierra Leone","8.88167,-12.04417",,,Mara Mala (south of Makeni);
1817,Coordinates,"Daru, Sierra Leone","7.96904,-10.84824",,,"Daru, Kailahun District"
1817,Exact location,"Kenema, Sierra Leone","7.86958,-10.919",,,"4 separate locations. Tuvama, Jawie chiefdom, Kailahun district."
1817,Approximate location,"Malema, Sierra Leone","8.17259,-10.81492",,,"Malema, Lower Jawei.Malema chiefdom, Kailahun.
5 separate concessions."
1820,Exact location,"Masimera, Sierra Leone","8.65499,-12.45042",,,
1825,Administrative region,"Croydon, Swaziland","-26.19707,31.5741",,,Middleveld
1825,Administrative region,"Hluti, Swaziland","-27.21368,31.57125",,,
1827,Administrative region,"MR9, Swaziland","-26.50369,31.34874",,,"located along the MR9 about 16 kilometers south of Mhlaleni intersection (PLOT 6 PEBBLES BLOCK NHLANGANO RD
SIDVOKODVO)."
1829,Approximate location,"Big Bend, Eswatini","-26.7816,31.93024",,,;Located in Big bend along the Big bend-Lavumisa Road in the Lubombo region.
1830,Coordinates,"Big Bend, Swaziland","-26.75169,31.92509",,,Ubombo
1831,Administrative region,"Matsapha, Eswatini","-26.50095,31.31413",,,"Located in Matsapha (past summerfield), Swaziland"
1832,Coordinates,"Anie, Togo","7.71008,1.1927",,,Mishanto flooding district
1834,Administrative region,"Dakawa, Tanzania","-7.42645,37.70372",,,"Cholima, 
Dakawa, Mvomero District, Morogoro Region"
1836,Administrative region,"Mpanda, Tanzania","-6.34472,31.06944",,,Mpanda district in southwest TZA
1839,Exact location,"Mngeta, Kilombero, Tanzania","-8.38793,36.12789",,,"Kilombero Valley, 450 km from Dar es Salaam
Area in operation detected on satellite image on google maps: Google satellite image source: CNES/Airbus, DigitalGlobe, Landsat/ Copernicus, Kartendaten 2019; Date of digitalizing: 2019/01/31"
1846,Administrative region,"Kisarawe, Tanzania","-7.26233,38.73682",,,"Kisarawe District, Pwani Region"
1851,Exact location,"Idete, Tanzania","-8.48182,35.16405",,,"Farm 900 and 901 covering 11,663 and 2,513ha respectively. Plus a few other concessions, including Kiyowela (coordinates -8.80019718, 35.24427116) covering 1,920 ha (obtained in 2014?)"
